Year data collection,Placement test score (%),Age,Age of exposure to English,Years studying English,Stay abroad in English speaking country (>= 1 month),Stay abroad (months),Proficiency (self-assessment) speaking,Proficiency (self-assessment) listening,Proficiency (self-assessment) reading,Proficiency (self-assessment) writing,Proficiency (self-assessment),Proficiency (self-assessment) in additional language speaking,Proficiency (self-assessment) in additional language listening,Proficiency (self-assessment) in additional language reading,Proficiency (self-assessment) in additional language writing,Task number,Language certificates (highest level),FatherL1=L1,MotherL1=L1,Parents L1 different,is L1 spoken at home,is Father L1 spoken at home,is Mother L1 spoken at home,Number of languages spoken at home,is English spoken at home,Number of additional foreign languages,French,German,Spanish,Italian,Latin,Chinese,Portuguese,Japanese,Russian,Greek,Arabic,Turkish,Number of additional foreign language(s) not M/F's L1 and home L,Sex: Female,L1: German,Online,unique_word_count,lexical_diversity,sentence_count,avg_words_per_sentence,punctuation_count,gunning_fog_index,lemmatized_freqs_avg,lemmatized_freqs_None_ratio,pos_ratio_n,pos_ratio_v,pos_ratio_j,pos_ratio_r,pos_ratio_i,pos_ratio_p,pos_ratio_c,pos_ratio_d,pos_ratio_m,pos_ratio_u,pos_ratio_a,Proficiency
2012,18.3,12.0,6.0,6.0,0,0.0,3.0,4.0,2.0,5.0,3.5,1.8,2.0,1.8,1.8,13,2.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,25,0.5681818181818182,2,22.0,3,8.2,429.32,0.32,0.32,0.12,0.08,0.0,0.12,0.08,0.08,0.08,0.0,0.0,0.0,0
2012,27.5,16.0,6.0,10.0,0,0.0,3.0,3.0,2.0,2.0,2.5,2.0,2.2,2.2,2.0,13,2.4,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,39,0.5909090909090909,3,22.0,7,7.88,592.6944444444445,0.3333333333333333,0.5277777777777778,0.1111111111111111,0.0,0.0277777777777777,0.1111111111111111,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.0,0.0,0.0,0
2012,20.8,12.0,6.0,6.0,0,0.0,4.0,3.0,5.0,3.0,3.75,1.8,2.0,1.8,1.8,13,2.6,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,37,0.4805194805194805,6,12.833333333333334,8,4.68,253.6764705882353,0.3529411764705882,0.3235294117647059,0.1764705882352941,0.0588235294117647,0.0294117647058823,0.1176470588235294,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0,0
2017,16.7,21.0,9.0,12.0,1,9.0,4.0,4.0,5.0,4.0,4.25,2.0,1.0,2.0,2.0,14,4.0,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,1,102,0.4377682403433476,9,25.88888888888889,21,10.5,484.18367346938777,0.1938775510204081,0.2448979591836734,0.2551020408163265,0.0714285714285714,0.1020408163265306,0.1326530612244898,0.0612244897959183,0.0204081632653061,0.0612244897959183,0.0,0.0,0.0,0
2017,21.7,22.0,10.0,12.0,0,0.0,3.0,5.0,5.0,5.0,4.5,2.8,3.2,3.4,3.0,14,3.2,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,63,0.5779816513761468,5,21.8,11,8.66,492.03389830508473,0.1864406779661017,0.288135593220339,0.2033898305084746,0.0508474576271186,0.0338983050847457,0.0847457627118644,0.0847457627118644,0.0508474576271186,0.0847457627118644,0.0169491525423728,0.0,0.0,0
2013,20.0,20.0,6.0,14.0,0,0.0,3.0,3.0,3.0,3.0,3.0,1.6,1.6,1.6,1.6,13,2.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,32,0.5423728813559322,4,14.75,8,5.2,366.741935483871,0.4193548387096774,0.3225806451612903,0.1290322580645161,0.064516129032258,0.0,0.1290322580645161,0.064516129032258,0.064516129032258,0.032258064516129,0.0,0.0,0.0,0
2013,20.8,18.0,9.0,9.0,0,0.0,1.0,2.0,2.0,3.0,2.0,2.2,2.2,2.4,2.2,13,3.0,True,True,True,True,True,True,1,False,3,1,0,0,0,1,0,0,0,0,1,0,0,3,1.0,0,0,21,0.8076923076923077,2,13.0,9,4.0,159.8,0.55,0.25,0.1,0.1,0.0,0.1,0.05,0.15,0.1,0.0,0.0,0.0,0
2018,25.0,19.0,6.0,12.0,0,0.0,2.0,1.0,2.0,2.0,1.75,2.0,1.0,2.0,2.0,14,3.4,True,True,True,True,True,True,1,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,0,1,50,0.5050505050505051,4,24.75,9,9.0,172.14583333333334,0.3541666666666667,0.25,0.2083333333333333,0.0625,0.0416666666666666,0.1041666666666666,0.0833333333333333,0.0625,0.0625,0.0208333333333333,0.0,0.0,0
2018,20.0,19.0,8.0,12.0,0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,14,3.4,True,True,True,True,True,True,1,False,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1.0,0,1,50,0.4854368932038835,8,12.875,11,4.6,319.97872340425533,0.2340425531914893,0.2127659574468085,0.2765957446808511,0.0425531914893617,0.0638297872340425,0.0851063829787234,0.0425531914893617,0.0212765957446808,0.0851063829787234,0.0,0.0,0.0,0
2012,22.5,12.0,5.0,7.0,0,0.0,2.0,2.0,3.0,4.0,2.75,1.8,2.0,2.0,2.0,13,2.0,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,39,0.4285714285714285,2,45.5,11,16.0,779.4736842105264,0.2894736842105263,0.4736842105263157,0.1052631578947368,0.0,0.0526315789473684,0.1052631578947368,0.0526315789473684,0.0789473684210526,0.0526315789473684,0.0263157894736842,0.0,0.0,0
2012,22.5,12.0,4.0,8.0,0,0.0,4.0,4.0,4.0,4.0,4.0,2.0,2.2,2.4,2.2,13,2.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,25,0.4032258064516129,7,8.857142857142858,9,3.04,663.0833333333334,0.2916666666666667,0.4583333333333333,0.0833333333333333,0.0,0.0833333333333333,0.0833333333333333,0.0416666666666666,0.125,0.0416666666666666,0.0,0.0,0.0,0
